"subjID" "choice" "RT"
"sub10" 2 0.8986
"sub10" 2 0.7298
"sub10" 2 0.4106
"sub10" 2 0.4884
"sub10" 1 0.6416
"sub10" 2 0.6608
"sub10" 2 1.0941
"sub10" 2 0.4115
"sub10" 2 0.5881
"sub10" 2 0.8157
"sub10" 2 0.6821
"sub10" 2 0.432
"sub10" 2 0.6075
"sub10" 1 0.8044
"sub10" 2 0.8082
"sub10" 2 1.5219
"sub10" 2 0.6522
"sub10" 2 1.4283
"sub10" 2 0.4391
"sub10" 2 0.6369
"sub10" 2 0.6646
"sub10" 2 0.599
"sub10" 2 0.7207
"sub10" 2 0.4354
"sub10" 2 0.5654
"sub10" 2 0.6882
"sub10" 2 0.6858
"sub10" 2 0.8024
"sub10" 2 0.7848
"sub10" 2 0.632
"sub10" 2 0.4417
"sub10" 2 0.6677
"sub10" 2 0.3917
"sub10" 1 0.664
"sub10" 2 0.8272
"sub10" 2 0.7743
"sub10" 2 0.7735
"sub10" 2 1.4043
"sub10" 2 1.2611
"sub10" 1 0.8608
"sub10" 2 0.6647
"sub10" 2 0.6386
"sub10" 2 0.8509
"sub10" 2 1.3531
"sub10" 2 0.6575
"sub10" 2 0.9415
"sub10" 2 1.2981
"sub10" 2 0.5159
"sub10" 2 1.3299
"sub100" 2 1.3137
"sub100" 2 1.3252
"sub100" 2 0.9109
"sub100" 2 0.6845
"sub100" 2 0.6274
"sub100" 2 0.6265
"sub100" 2 0.8457
"sub100" 2 0.9405
"sub100" 1 1.0961
"sub100" 2 0.7691
"sub100" 2 0.6959
"sub100" 2 0.8119
"sub100" 2 1.2897
"sub100" 2 0.8736
"sub100" 2 0.7118
"sub100" 2 1.0788
"sub100" 1 1.0211
"sub100" 2 0.6378
"sub100" 2 1.045
"sub100" 2 1.1595
"sub100" 2 0.8111
"sub100" 2 0.7569
"sub100" 2 0.4747
"sub100" 2 0.4777
"sub100" 2 0.6915
"sub100" 2 0.4344
"sub100" 2 0.4807
"sub100" 2 0.5274
"sub100" 2 0.9548
"sub100" 2 1.4346
"sub100" 2 0.9695
"sub100" 2 0.7342
"sub100" 2 1.1669
"sub100" 2 1.3372
"sub100" 2 1.3582
"sub100" 2 1.3047
"sub100" 2 0.7612
"sub100" 2 1.8072
"sub100" 2 1.1638
"sub100" 2 0.9694
"sub100" 2 0.9693
"sub100" 2 0.5308
"sub100" 2 0.779
"sub100" 2 0.6653
"sub100" 2 0.8349
"sub100" 2 0.6606
"sub100" 2 0.8179
"sub100" 2 0.8578
"sub100" 2 0.8779
"sub100" 2 0.7809
"sub100" 1 1.6268
"sub100" 2 0.553
"sub100" 2 0.5592
"sub100" 2 1.1782
"sub100" 2 0.9347
"sub100" 2 0.8639
"sub100" 2 1.2094
"sub100" 2 1.1694
"sub100" 2 1.3083
"sub100" 2 0.8617
"sub100" 2 0.5547
"sub100" 2 1.427
"sub100" 2 0.5322
"sub100" 2 0.8936
"sub100" 2 0.8601
"sub100" 2 0.8034
"sub100" 2 0.7699
"sub100" 2 1.4703
"sub100" 2 1.1022
"sub100" 2 0.8793
"sub100" 2 0.4875
"sub100" 2 1.6538
"sub100" 2 0.496
